"No.","Time","Source","Destination","Protocol","Length","Info"
"1124","9.359475","172.16.238.10","172.16.238.2","TCP","64","56805  >  381 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1125","9.359504","172.16.238.10","172.16.238.2","TCP","64","56805  >  691 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1126","9.359532","172.16.238.10","172.16.238.2","TCP","64","56805  >  923 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1127","9.363025","172.16.238.10","172.16.238.2","TCP","64","56805  >  949 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1128","9.363066","172.16.238.10","172.16.238.2","TCP","64","56805  >  98 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1129","9.363096","172.16.238.10","172.16.238.2","TCP","64","56805  >  829 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1130","9.363125","172.16.238.10","172.16.238.2","TCP","64","56805  >  1000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1131","9.363153","172.16.238.10","172.16.238.2","TCP","64","56805  >  547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1132","9.363188","172.16.238.10","172.16.238.2","TCP","64","56805  >  287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1133","9.363217","172.16.238.10","172.16.238.2","TCP","64","56805  >  453 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1134","9.363245","172.16.238.10","172.16.238.2","TCP","64","56805  >  773 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1135","9.363272","172.16.238.10","172.16.238.2","TCP","64","56805  >  429 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1136","9.363300","172.16.238.10","172.16.238.2","TCP","64","56805  >  841 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1137","9.369022","172.16.238.10","172.16.238.2","TCP","64","56805  >  460 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1138","9.369081","172.16.238.10","172.16.238.2","TCP","64","56805  >  520 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1139","9.369111","172.16.238.10","172.16.238.2","TCP","64","56805  >  60 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1140","9.369148","172.16.238.10","172.16.238.2","TCP","64","56805  >  477 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1141","9.369176","172.16.238.10","172.16.238.2","TCP","64","56805  >  409 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1142","9.369203","172.16.238.10","172.16.238.2","TCP","64","56805  >  572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1143","9.369231","172.16.238.10","172.16.238.2","TCP","64","56805  >  44 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1144","9.369260","172.16.238.10","172.16.238.2","TCP","64","56805  >  558 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1145","9.369287","172.16.238.10","172.16.238.2","TCP","64","56805  >  3 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1146","9.369315","172.16.238.10","172.16.238.2","TCP","64","56805  >  322 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1147","9.369342","172.16.238.10","172.16.238.2","TCP","64","56805  >  390 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1148","9.369376","172.16.238.10","172.16.238.2","TCP","64","56805  >  616 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1149","9.369403","172.16.238.10","172.16.238.2","TCP","64","56805  >  581 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1150","9.369430","172.16.238.10","172.16.238.2","TCP","64","56805  >  230 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1151","9.369459","172.16.238.10","172.16.238.2","TCP","64","56805  >  140 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1152","9.369486","172.16.238.10","172.16.238.2","TCP","64","56805  >  822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1153","9.373020","172.16.238.10","172.16.238.2","TCP","64","56807  >  939 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1154","9.373078","172.16.238.10","172.16.238.2","TCP","64","56805  >  291 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1155","9.373108","172.16.238.10","172.16.238.2","TCP","64","56805  >  580 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1156","9.373143","172.16.238.10","172.16.238.2","TCP","64","56805  >  573 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1157","9.373172","172.16.238.10","172.16.238.2","TCP","64","56805  >  661 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1158","9.373200","172.16.238.10","172.16.238.2","TCP","64","56805  >  762 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1159","9.373228","172.16.238.10","172.16.238.2","TCP","64","56805  >  600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1160","9.373256","172.16.238.10","172.16.238.2","TCP","64","56805  >  932 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1161","9.373283","172.16.238.10","172.16.238.2","TCP","64","56805  >  76 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1162","9.380499","172.16.238.10","172.16.238.2","TCP","64","56807  >  636 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1163","9.380554","172.16.238.10","172.16.238.2","TCP","64","56807  >  899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1164","9.380592","172.16.238.10","172.16.238.2","TCP","64","56807  >  957 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1165","9.380620","172.16.238.10","172.16.238.2","TCP","64","56807  >  882 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1166","9.380648","172.16.238.10","172.16.238.2","TCP","64","56807  >  942 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1167","9.380676","172.16.238.10","172.16.238.2","TCP","64","56807  >  329 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1168","9.380704","172.16.238.10","172.16.238.2","TCP","64","56807  >  258 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1169","9.380731","172.16.238.10","172.16.238.2","TCP","64","56807  >  702 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1170","9.380759","172.16.238.10","172.16.238.2","TCP","64","56807  >  959 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1171","9.380787","172.16.238.10","172.16.238.2","TCP","64","56807  >  823 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1172","9.380822","172.16.238.10","172.16.238.2","TCP","64","56807  >  470 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1173","9.380850","172.16.238.10","172.16.238.2","TCP","64","56807  >  155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1174","9.380986","172.16.238.10","172.16.238.2","TCP","64","56807  >  215 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1175","9.381036","172.16.238.10","172.16.238.2","TCP","64","56807  >  897 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1176","9.381066","172.16.238.10","172.16.238.2","TCP","64","56807  >  514 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1177","9.383787","172.16.238.10","172.16.238.2","TCP","64","56807  >  763 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1178","9.383832","172.16.238.10","172.16.238.2","TCP","64","56807  >  701 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1179","9.383922","172.16.238.10","172.16.238.2","TCP","64","56807  >  466 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1180","9.448858","172.16.238.10","172.16.238.2","TCP","64","56805  >  651 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1181","9.448926","172.16.238.10","172.16.238.2","TCP","64","56805  >  634 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1182","9.448956","172.16.238.10","172.16.238.2","TCP","64","56805  >  276 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1183","9.451399","172.16.238.10","172.16.238.2","TCP","64","56807  >  487 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1184","9.451437","172.16.238.10","172.16.238.2","TCP","64","56807  >  328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1185","9.451466","172.16.238.10","172.16.238.2","TCP","64","56807  >  117 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1186","9.451494","172.16.238.10","172.16.238.2","TCP","64","56807  >  507 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1187","9.451522","172.16.238.10","172.16.238.2","TCP","64","56807  >  142 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1188","9.451572","172.16.238.10","172.16.238.2","TCP","64","56805  >  207 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1189","9.453991","172.16.238.10","172.16.238.2","TCP","64","56807  >  434 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1190","9.454027","172.16.238.10","172.16.238.2","TCP","64","56807  >  831 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1191","9.454056","172.16.238.10","172.16.238.2","TCP","64","56807  >  617 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1192","9.454146","fe80::42:1bff:fe8a:5983","ff02::fb","MDNS","227","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _pgpkey-hkp._tcp.local, ""QM"" question PTR _ftp._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"1193","9.456691","172.16.238.10","172.16.238.2","TCP","64","56807  >  114 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1194","9.456727","172.16.238.10","172.16.238.2","TCP","64","56807  >  744 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1195","9.456756","172.16.238.10","172.16.238.2","TCP","64","56807  >  570 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1196","9.456783","172.16.238.10","172.16.238.2","TCP","64","56807  >  720 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1197","9.456816","172.16.238.10","172.16.238.2","TCP","64","56807  >  36 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1198","9.456844","172.16.238.10","172.16.238.2","TCP","64","56807  >  378 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1199","9.460020","172.16.238.10","172.16.238.2","TCP","64","56807  >  923 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1200","9.460058","172.16.238.10","172.16.238.2","TCP","64","56807  >  691 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1201","9.460092","172.16.238.10","172.16.238.2","TCP","64","56807  >  381 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1202","9.460120","172.16.238.10","172.16.238.2","TCP","64","56807  >  245 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1203","9.463548","172.16.238.10","172.16.238.2","TCP","64","56807  >  841 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1204","9.463596","172.16.238.10","172.16.238.2","TCP","64","56807  >  429 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1205","9.463634","172.16.238.10","172.16.238.2","TCP","64","56807  >  773 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1206","9.463663","172.16.238.10","172.16.238.2","TCP","64","56807  >  453 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1207","9.463691","172.16.238.10","172.16.238.2","TCP","64","56807  >  287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1208","9.463719","172.16.238.10","172.16.238.2","TCP","64","56807  >  547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1209","9.463747","172.16.238.10","172.16.238.2","TCP","64","56807  >  1000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1210","9.463775","172.16.238.10","172.16.238.2","TCP","64","56807  >  829 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1211","9.463804","172.16.238.10","172.16.238.2","TCP","64","56807  >  98 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1212","9.463831","172.16.238.10","172.16.238.2","TCP","64","56807  >  949 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1213","9.469875","172.16.238.10","172.16.238.2","TCP","64","56807  >  822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1214","9.469919","172.16.238.10","172.16.238.2","TCP","64","56807  >  140 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1215","9.469949","172.16.238.10","172.16.238.2","TCP","64","56807  >  230 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1216","9.469978","172.16.238.10","172.16.238.2","TCP","64","56807  >  581 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1217","9.470006","172.16.238.10","172.16.238.2","TCP","64","56807  >  616 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1218","9.470034","172.16.238.10","172.16.238.2","TCP","64","56807  >  390 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1219","9.470061","172.16.238.10","172.16.238.2","TCP","64","56807  >  322 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1220","9.470090","172.16.238.10","172.16.238.2","TCP","64","56807  >  3 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1221","9.470124","172.16.238.10","172.16.238.2","TCP","64","56807  >  558 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1222","9.470153","172.16.238.10","172.16.238.2","TCP","64","56807  >  44 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1223","9.470180","172.16.238.10","172.16.238.2","TCP","64","56807  >  572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1224","9.470209","172.16.238.10","172.16.238.2","TCP","64","56807  >  409 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1225","9.470237","172.16.238.10","172.16.238.2","TCP","64","56807  >  477 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1226","9.470264","172.16.238.10","172.16.238.2","TCP","64","56807  >  60 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1227","9.470291","172.16.238.10","172.16.238.2","TCP","64","56807  >  520 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1228","9.470319","172.16.238.10","172.16.238.2","TCP","64","56807  >  460 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1229","9.474063","172.16.238.10","172.16.238.2","TCP","64","56807  >  76 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1230","9.474253","172.16.238.10","172.16.238.2","TCP","64","56807  >  932 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1231","9.474296","172.16.238.10","172.16.238.2","TCP","64","56807  >  600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1232","9.474325","172.16.238.10","172.16.238.2","TCP","64","56807  >  762 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1233","9.474361","172.16.238.10","172.16.238.2","TCP","64","56807  >  661 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1234","9.474390","172.16.238.10","172.16.238.2","TCP","64","56807  >  573 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1235","9.474418","172.16.238.10","172.16.238.2","TCP","64","56807  >  580 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1236","9.474446","172.16.238.10","172.16.238.2","TCP","64","56807  >  291 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1237","9.474505","172.16.238.10","172.16.238.2","TCP","64","56805  >  221 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1238","9.482960","172.16.238.10","172.16.238.2","TCP","64","56805  >  612 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1239","9.483026","172.16.238.10","172.16.238.2","TCP","64","56805  >  894 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1240","9.483056","172.16.238.10","172.16.238.2","TCP","64","56805  >  615 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1241","9.483085","172.16.238.10","172.16.238.2","TCP","64","56805  >  5 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1242","9.483113","172.16.238.10","172.16.238.2","TCP","64","56805  >  806 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1243","9.483141","172.16.238.10","172.16.238.2","TCP","64","56805  >  525 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1244","9.483168","172.16.238.10","172.16.238.2","TCP","64","56805  >  124 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1245","9.483203","172.16.238.10","172.16.238.2","TCP","64","56805  >  863 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1246","9.483231","172.16.238.10","172.16.238.2","TCP","64","56805  >  757 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1247","9.483259","172.16.238.10","172.16.238.2","TCP","64","56805  >  805 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1248","9.483286","172.16.238.10","172.16.238.2","TCP","64","56805  >  214 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1249","9.483314","172.16.238.10","172.16.238.2","TCP","64","56805  >  387 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1250","9.483341","172.16.238.10","172.16.238.2","TCP","64","56805  >  849 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1251","9.483369","172.16.238.10","172.16.238.2","TCP","64","56805  >  210 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1252","9.483396","172.16.238.10","172.16.238.2","TCP","64","56805  >  148 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1253","9.486191","172.16.238.10","172.16.238.2","TCP","64","56805  >  217 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1254","9.486228","172.16.238.10","172.16.238.2","TCP","64","56805  >  408 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1255","9.486257","172.16.238.10","172.16.238.2","TCP","64","56805  >  679 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1256","9.549200","172.16.238.10","172.16.238.2","TCP","64","56807  >  276 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1257","9.549272","172.16.238.10","172.16.238.2","TCP","64","56807  >  634 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1258","9.549303","172.16.238.10","172.16.238.2","TCP","64","56807  >  651 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1259","9.552267","172.16.238.10","172.16.238.2","TCP","64","56807  >  207 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1260","9.552329","172.16.238.10","172.16.238.2","TCP","64","56805  >  270 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1261","9.552367","172.16.238.10","172.16.238.2","TCP","64","56805  >  478 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1262","9.552395","172.16.238.10","172.16.238.2","TCP","64","56805  >  192 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1263","9.552423","172.16.238.10","172.16.238.2","TCP","64","56805  >  827 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1264","9.552451","172.16.238.10","172.16.238.2","TCP","64","56805  >  206 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1265","9.555481","172.16.238.10","172.16.238.2","TCP","64","56805  >  830 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1266","9.555520","172.16.238.10","172.16.238.2","TCP","64","56805  >  30 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1267","9.555549","172.16.238.10","172.16.238.2","TCP","64","56805  >  862 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1268","9.558171","172.16.238.10","172.16.238.2","TCP","64","56805  >  297 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1269","9.558215","172.16.238.10","172.16.238.2","TCP","64","56805  >  557 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1270","9.558244","172.16.238.10","172.16.238.2","TCP","64","56805  >  254 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1271","9.558272","172.16.238.10","172.16.238.2","TCP","64","56805  >  583 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1272","9.558300","172.16.238.10","172.16.238.2","TCP","64","56805  >  296 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1273","9.558328","172.16.238.10","172.16.238.2","TCP","64","56805  >  879 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1274","9.563779","172.16.238.10","172.16.238.2","TCP","64","56805  >  740 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1275","9.563824","172.16.238.10","172.16.238.2","TCP","64","56805  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1276","9.563854","172.16.238.10","172.16.238.2","TCP","64","56805  >  903 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1277","9.563890","172.16.238.10","172.16.238.2","TCP","64","56805  >  668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1278","9.563918","172.16.238.10","172.16.238.2","TCP","64","56805  >  707 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1279","9.564020","172.16.238.10","172.16.238.2","TCP","64","56805  >  684 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1280","9.564049","172.16.238.10","172.16.238.2","TCP","64","56805  >  57 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1281","9.564078","172.16.238.10","172.16.238.2","TCP","64","56805  >  781 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1282","9.564106","172.16.238.10","172.16.238.2","TCP","64","56805  >  11 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1283","9.564134","172.16.238.10","172.16.238.2","TCP","64","56805  >  33 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1284","9.569000","172.16.238.10","172.16.238.2","TCP","64","56805  >  688 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1285","9.569054","172.16.238.10","172.16.238.2","TCP","64","56805  >  180 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1286","9.569084","172.16.238.10","172.16.238.2","TCP","64","56805  >  505 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1287","9.569112","172.16.238.10","172.16.238.2","TCP","64","56805  >  524 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1288","9.574075","172.16.238.10","172.16.238.2","TCP","64","56805  >  321 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1289","9.574117","172.16.238.10","172.16.238.2","TCP","64","56805  >  726 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1290","9.574147","172.16.238.10","172.16.238.2","TCP","64","56805  >  986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1291","9.574174","172.16.238.10","172.16.238.2","TCP","64","56805  >  468 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1292","9.574202","172.16.238.10","172.16.238.2","TCP","64","56805  >  303 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1293","9.574236","172.16.238.10","172.16.238.2","TCP","64","56805  >  379 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1294","9.574264","172.16.238.10","172.16.238.2","TCP","64","56805  >  498 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1295","9.574291","172.16.238.10","172.16.238.2","TCP","64","56805  >  748 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1296","9.574318","172.16.238.10","172.16.238.2","TCP","64","56805  >  760 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1297","9.574345","172.16.238.10","172.16.238.2","TCP","64","56805  >  14 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1298","9.574379","172.16.238.10","172.16.238.2","TCP","64","56805  >  788 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1299","9.574407","172.16.238.10","172.16.238.2","TCP","64","56805  >  930 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1300","9.574434","172.16.238.10","172.16.238.2","TCP","64","56805  >  84 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1301","9.574467","172.16.238.10","172.16.238.2","TCP","64","56805  >  753 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1302","9.574494","172.16.238.10","172.16.238.2","TCP","64","56805  >  970 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1303","9.574521","172.16.238.10","172.16.238.2","TCP","64","56805  >  183 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1304","9.579758","172.16.238.10","172.16.238.2","TCP","64","56807  >  221 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1305","9.579827","172.16.238.10","172.16.238.2","TCP","64","56805  >  474 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1306","9.579857","172.16.238.10","172.16.238.2","TCP","64","56805  >  42 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1307","9.579887","172.16.238.10","172.16.238.2","TCP","64","56805  >  618 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1308","9.579915","172.16.238.10","172.16.238.2","TCP","64","56805  >  708 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1309","9.579949","172.16.238.10","172.16.238.2","TCP","64","56805  >  764 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1310","9.579977","172.16.238.10","172.16.238.2","TCP","64","56805  >  489 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1311","9.580004","172.16.238.10","172.16.238.2","TCP","64","56805  >  502 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1312","9.580032","172.16.238.10","172.16.238.2","TCP","64","56805  >  550 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1313","9.583259","172.16.238.10","172.16.238.2","TCP","64","56807  >  863 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1314","9.583298","172.16.238.10","172.16.238.2","TCP","64","56807  >  124 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1315","9.583328","172.16.238.10","172.16.238.2","TCP","64","56807  >  525 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1316","9.583357","172.16.238.10","172.16.238.2","TCP","64","56807  >  806 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1317","9.583392","172.16.238.10","172.16.238.2","TCP","64","56807  >  5 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1318","9.583420","172.16.238.10","172.16.238.2","TCP","64","56807  >  615 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1319","9.583447","172.16.238.10","172.16.238.2","TCP","64","56807  >  894 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1320","9.583475","172.16.238.10","172.16.238.2","TCP","64","56807  >  612 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1321","9.586954","172.16.238.10","172.16.238.2","TCP","64","56807  >  679 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1322","9.586991","172.16.238.10","172.16.238.2","TCP","64","56807  >  408 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1323","9.587020","172.16.238.10","172.16.238.2","TCP","64","56807  >  217 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1324","9.587049","172.16.238.10","172.16.238.2","TCP","64","56807  >  148 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1325","9.587082","172.16.238.10","172.16.238.2","TCP","64","56807  >  210 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
